instance,number,sup,cpm,mis,misr,dir,omega,class,comb. class,other class,cluster,lof_outliers
55,6,1,0,10.0,0.0,ao,1500.0,1,7.0,,0,1
55,7,1,0,14.5,0.0,av,1500.0,1,7.0,,0,-1
55,8,1,0,0.9,0.0,vo,1500.0,1,7.0,,0,1
55,9,1,0,1.2,0.0,vv,1500.0,1,7.0,,0,1
55,10,3,0,15.0,0.0,ao,1500.0,1,7.0,,0,1
55,11,3,0,45.0,0.0,av,1500.0,1,7.0,,0,-1
55,12,3,0,3.3,0.0,vo,1500.0,1,7.0,,0,-1
55,13,3,0,3.8,0.0,vv,1500.0,1,7.0,,0,1
55,14,4,0,10.0,0.0,ao,1500.0,1,7.0,,0,1
55,15,4,0,15.5,0.0,aa,1500.0,1,7.0,,0,-1
55,16,4,0,3.1,0.0,vo,1500.0,1,7.0,,0,1
55,17,4,0,1.9,0.0,va,1500.0,1,7.0,,0,1
55,18,2,1500,1.1,0.0,io,1500.0,1,7.0,,0,1
55,19,2,1500,4.0,0.0,iv,1500.0,1,7.0,,0,1
55,20,2,1500,2.5,0.0,ia,1500.0,1,7.0,,0,1
55,21,2,3000,1.0,0.0,iv,1500.0,1,7.0,,0,1
55,22,2,3000,0.6,0.0,ia,1500.0,1,7.0,,0,1
55,23,2,30000,0.45,0.0,iv,1500.0,1,7.0,,0,1
55,24,2,30000,1.15,0.0,ia,1500.0,1,7.0,,0,1
55,25,2,24000,0.4,0.0,io,1500.0,1,7.0,,0,1
55,26,1,1500,0.8,0.0,iv,1500.0,1,7.0,,0,1
55,27,3,1500,1.1,0.0,io,1500.0,1,7.0,,0,1
55,28,3,1500,2.8,0.0,iv,1500.0,1,7.0,,0,1
55,29,4,31000,1.15,0.0,io,1500.0,1,7.0,,0,1
55,30,3,7500,1.65,0.0,iv,1500.0,1,7.0,,0,1
55,31,3,15000,1.25,0.0,io,1500.0,1,7.0,,0,1
55,32,3,15000,0.5,0.0,iv,1500.0,1,7.0,,0,1
55,33,3,30000,1.6,0.0,io,1500.0,1,7.0,,0,1
55,34,3,32000,0.95,0.0,iv,1500.0,1,7.0,,0,1
55,35,4,1500,0.5,0.0,io,1500.0,1,7.0,,0,1
55,36,4,1500,1.2,0.0,ia,1500.0,1,7.0,,0,1
55,37,4,7500,1.35,0.0,ia,1500.0,1,7.0,,0,1
55,38,4,15000,1.05,0.0,io,1500.0,1,7.0,,0,1
55,39,4,15000,0.6,0.0,ia,1500.0,1,7.0,,0,1
55,40,2,1500,4.0,0.0,ma,1500.0,1,7.0,,0,1
56,0,2,0,22.5,0.0,ao,3000.0,1,,,0,1
56,1,2,0,13.0,0.0,av,3000.0,1,,,0,1
56,2,2,0,13.0,0.0,aa,3000.0,1,,,0,1
56,3,2,0,13.0,0.0,vo,3000.0,1,,,0,1
56,4,2,0,9.0,0.0,vv,3000.0,1,,,0,1
56,5,2,0,6.0,0.0,va,3000.0,1,,,0,1
56,6,3,0,50.0,0.0,ao,3000.0,1,,,2,1
56,7,3,0,20.0,0.0,av,3000.0,1,,,0,1
56,8,3,0,15.0,0.0,vo,3000.0,1,,,0,1
56,9,3,0,7.5,0.0,vv,3000.0,1,,,0,1
56,10,1,0,10.5,0.0,ao,3000.0,1,,,0,1
56,11,1,0,8.5,0.0,av,3000.0,1,,,0,1
56,12,1,0,7.75,0.0,vo,3000.0,1,,,0,-1
56,13,1,0,6.5,0.0,vv,3000.0,1,,,0,1
56,14,4,0,55.0,0.0,ao,3000.0,1,,,2,1
56,15,4,0,35.0,0.0,aa,3000.0,1,,,0,1
56,16,4,0,9.5,0.0,vo,3000.0,1,,,0,1
56,17,4,0,5.5,0.0,va,3000.0,1,,,0,1
56,18,1,9000,1.2,0.0,iv,3000.0,1,,,0,1
56,19,3,18000,4.5,0.0,io,3000.0,1,,,0,1
56,20,3,18000,6.5,0.0,iv,3000.0,1,,,0,1
56,21,3,21000,5.5,0.0,iv,3000.0,1,,,0,1
56,22,4,3000,8.0,0.0,io,3000.0,1,,,0,1
56,23,4,3000,4.5,0.0,ia,3000.0,1,,,0,1
56,24,4,18000,2.5,0.0,ia,3000.0,1,,,0,1
56,25,1,15000,6.0,0.0,io,3000.0,1,,,0,1
56,26,1,15000,4.5,0.0,iv,3000.0,1,,,0,1
56,27,1,18000,5.5,0.0,io,3000.0,1,,,0,1
56,28,1,18000,4.5,0.0,iv,3000.0,1,,,0,1
56,29,1,21000,2.75,0.0,io,3000.0,1,,,0,1
56,30,1,21000,2.5,0.0,iv,3000.0,1,,,0,1
56,31,2,3000,1.25,0.0,io,3000.0,1,,,0,1
56,32,2,3000,0.85,0.0,iv,3000.0,1,,,0,1
56,33,2,3000,0.7,0.0,ia,3000.0,1,,,0,1
56,34,2,9000,4.5,0.0,iv,3000.0,1,,,0,1
56,35,2,9000,4.5,0.0,ia,3000.0,1,,,0,1
56,36,2,12000,3.5,0.0,io,3000.0,1,,,0,1
56,37,2,15000,8.5,0.0,io,3000.0,1,,,0,1
56,38,1,3000,0.5,0.0,io,3000.0,1,,,0,1
56,39,1,3000,0.45,0.0,iv,3000.0,1,,,0,1
56,40,2,18000,4.0,0.0,io,3000.0,1,,,0,1
56,41,2,18000,2.0,0.0,iv,3000.0,1,,,0,1
56,42,2,18000,2.5,0.0,ia,3000.0,1,,,0,1
56,43,4,21000,4.5,0.0,io,3000.0,1,,,0,1
56,44,2,21000,3.5,0.0,io,3000.0,1,,,0,1
56,45,2,21000,5.0,0.0,iv,3000.0,1,,,0,1
56,46,2,21000,2.0,0.0,ia,3000.0,1,,,0,1
56,47,2,24000,5.0,0.0,iv,3000.0,1,,,0,1
56,48,3,3000,8.0,0.0,io,3000.0,1,,,0,1
56,49,3,3000,3.2,0.0,iv,3000.0,1,,,0,1
56,50,3,12000,2.5,0.0,io,3000.0,1,,,0,1
56,51,3,15000,3.5,0.0,io,3000.0,1,,,0,1
56,52,2,15000,8.5,0.0,ma,3000.0,1,,,0,1
57,0,1,0,13.5,0.0,ao,1500.0,1,10.0,,0,1
57,1,1,0,12.0,0.0,av,1500.0,1,10.0,,0,1
57,2,1,0,1.9,0.0,vo,1500.0,1,10.0,,0,1
57,3,1,0,1.65,0.0,vv,1500.0,1,10.0,,0,1
57,4,2,0,19.0,0.0,ao,1500.0,1,10.0,,0,1
57,5,2,0,29.0,0.0,aa,1500.0,1,10.0,,0,-1
57,6,2,0,2.65,0.0,vo,1500.0,1,10.0,,0,1
57,7,2,0,3.2,0.0,va,1500.0,1,10.0,,0,1
57,8,3,0,65.0,0.0,ao,1500.0,1,10.0,,2,1
57,9,3,0,21.0,0.0,av,1500.0,1,10.0,,0,1
57,10,3,0,8.5,0.0,vo,1500.0,1,10.0,,0,1
57,11,3,0,4.25,0.0,vv,1500.0,1,10.0,,0,1
57,12,4,0,20.0,0.0,ao,1500.0,1,10.0,,0,1
57,13,4,0,17.5,0.0,aa,1500.0,1,10.0,,0,1
57,14,4,0,4.25,0.0,vo,1500.0,1,10.0,,0,1
57,15,4,0,6.5,0.0,va,1500.0,1,10.0,,0,1
57,16,1,1500,0.7,0.0,io,1500.0,1,10.0,,0,1
57,17,1,1500,0.8,0.0,iv,1500.0,1,10.0,,0,1
57,18,3,28000,0.7,0.0,io,1500.0,1,10.0,,0,1
57,19,3,30000,0.3,0.0,iv,1500.0,1,10.0,,0,1
57,20,4,1500,0.9,0.0,io,1500.0,1,10.0,,0,1
57,21,4,1500,0.3,0.0,ia,1500.0,1,10.0,,0,1
57,22,4,4500,0.7,0.0,ia,1500.0,1,10.0,,0,1
57,23,4,7500,1.25,0.0,io,1500.0,1,10.0,,0,1
57,24,4,7500,2.2,0.0,ia,1500.0,1,10.0,,0,1
57,25,4,9000,1.0,0.0,io,1500.0,1,10.0,,0,1
57,26,4,9000,1.1,0.0,ia,1500.0,1,10.0,,0,1
57,27,4,30000,1.25,0.0,ia,1500.0,1,10.0,,0,1
57,28,1,3000,0.35,0.0,io,1500.0,1,10.0,,0,1
57,29,4,32000,1.0,0.0,io,1500.0,1,10.0,,0,1
57,30,1,4500,0.45,0.0,iv,1500.0,1,10.0,,0,1
57,31,1,6000,0.4,0.0,iv,1500.0,1,10.0,,0,1
57,32,1,7500,0.95,0.0,io,1500.0,1,10.0,,0,1
57,33,1,9000,0.6,0.0,io,1500.0,1,10.0,,0,1
57,34,1,30000,0.35,0.0,iv,1500.0,1,10.0,,0,1
57,35,2,1500,1.4,0.0,io,1500.0,1,10.0,,0,1
57,36,2,1500,2.4,0.0,ia,1500.0,1,10.0,,0,1
57,37,2,7500,1.45,0.0,io,1500.0,1,10.0,,0,1
57,38,2,7500,1.2,0.0,ia,1500.0,1,10.0,,0,1
57,39,2,9000,0.9,0.0,io,1500.0,1,10.0,,0,1
57,40,2,30000,0.35,0.0,ia,1500.0,1,10.0,,0,1
57,41,3,1500,4.5,0.0,io,1500.0,1,10.0,,0,1
57,42,3,1500,0.9,0.0,iv,1500.0,1,10.0,,0,1
57,43,3,7500,3.0,0.0,io,1500.0,1,10.0,,0,1
57,44,3,7500,1.75,0.0,iv,1500.0,1,10.0,,0,1
57,45,3,9000,1.6,0.0,iv,1500.0,1,10.0,,0,1
57,46,3,15000,0.8,0.0,io,1500.0,1,10.0,,0,1
57,47,3,1500,4.5,0.0,ma,1500.0,1,10.0,,0,1
58,0,2,0,1.75,0.0,ao,3000.0,4,7.0,,0,1
58,1,2,0,1.75,0.0,av,3000.0,4,7.0,,0,1
58,3,2,0,0.6,0.0,vo,3000.0,4,7.0,,0,1
58,4,2,0,0.4,0.0,vv,3000.0,4,7.0,,0,1
58,5,2,0,14.0,0.0,va,3000.0,4,7.0,,0,1
58,6,1,0,14.0,0.0,ao,3000.0,4,7.0,,0,1
58,7,1,0,65.0,0.0,av,3000.0,4,7.0,,2,1
58,8,1,0,2.75,0.0,vo,3000.0,4,7.0,,0,1
58,9,1,0,10.5,0.0,vv,3000.0,4,7.0,,0,1
58,10,1,6000,2.1,0.0,io,3000.0,4,7.0,,0,1
58,11,1,6000,0.85,0.0,iv,3000.0,4,7.0,,0,1
58,12,1,3000,1.4,0.0,io,3000.0,4,7.0,,0,1
58,13,1,3000,10.5,0.0,iv,3000.0,4,7.0,,0,1
58,14,1,27000,0.45,0.0,io,3000.0,4,7.0,,0,1
58,15,2,6000,0.9,0.0,ia,3000.0,4,7.0,,0,1
58,16,1,30000,0.9,0.0,iv,3000.0,4,7.0,,0,1
58,17,2,3000,13.5,0.0,ia,3000.0,4,7.0,,0,1
58,18,2,3000,13.5,0.0,ma,3000.0,4,7.0,,0,1
59,0,3,0,24.0,0.0,ao,3000.0,1,,3.0,0,1
59,1,3,0,15.0,0.0,aa,3000.0,1,,3.0,0,1
59,2,3,0,6.25,0.0,vo,3000.0,1,,3.0,0,1
59,3,3,0,4.5,0.0,va,3000.0,1,,3.0,0,1
59,4,2,0,15.0,0.0,ao,3000.0,1,,3.0,0,1
59,5,2,0,70.0,0.0,aa,3000.0,1,,3.0,2,-1
59,6,2,0,4.0,0.0,vo,3000.0,1,,3.0,0,1
59,7,2,0,12.0,0.0,va,3000.0,1,,3.0,0,1
59,8,4,0,19.0,0.0,ao,3000.0,1,,3.0,0,1
59,9,4,0,4.5,0.0,aa,3000.0,1,,3.0,0,1
59,10,4,0,6.5,0.0,vo,3000.0,1,,3.0,0,1
59,11,4,0,1.4,0.0,va,3000.0,1,,3.0,0,1
59,12,1,0,10.0,0.0,ao,3000.0,1,,3.0,0,1
59,13,1,0,57.5,0.0,av,3000.0,1,,3.0,2,-1
59,14,1,0,3.0,0.0,vo,3000.0,1,,3.0,0,1
59,15,1,0,8.5,0.0,vv,3000.0,1,,3.0,0,1
59,16,1,6000,2.35,0.0,io,3000.0,1,,3.0,0,-1
59,17,1,6000,0.75,0.0,iv,3000.0,1,,3.0,0,1
59,18,4,15000,0.7,0.0,io,3000.0,1,,3.0,0,1
59,19,1,9000,0.45,0.0,io,3000.0,1,,3.0,0,1
59,20,2,3000,1.75,0.0,io,3000.0,1,,3.0,0,1
59,21,2,3000,10.0,0.0,ia,3000.0,1,,3.0,0,1
59,22,2,6000,2.6,0.0,io,3000.0,1,,3.0,0,1
59,23,2,6000,0.9,0.0,ia,3000.0,1,,3.0,0,1
59,24,2,24000,0.4,0.0,io,3000.0,1,,3.0,0,1
59,25,3,3000,2.2,0.0,io,3000.0,1,,3.0,0,1
59,26,3,3000,1.5,0.0,ia,3000.0,1,,3.0,0,1
59,27,3,6000,5.5,0.0,io,3000.0,1,,3.0,0,1
59,28,3,6000,3.75,0.0,ia,3000.0,1,,3.0,0,1
59,29,1,3000,0.7,0.0,io,3000.0,1,,3.0,0,1
59,30,1,3000,8.5,0.0,iv,3000.0,1,,3.0,0,1
59,31,3,9000,1.5,0.0,io,3000.0,1,,3.0,0,1
59,32,3,9000,1.2,0.0,ia,3000.0,1,,3.0,0,1
59,33,4,27000,0.6,0.0,ia,3000.0,1,,3.0,0,1
59,34,3,15000,1.6,0.0,io,3000.0,1,,3.0,0,1
59,35,3,15000,1.0,0.0,ia,3000.0,1,,3.0,0,1
59,36,3,25000,0.9,0.0,ia,3000.0,1,,3.0,0,1
59,37,3,26000,1.0,0.0,io,3000.0,1,,3.0,0,1
59,38,4,3000,0.7,0.0,io,3000.0,1,,3.0,0,1
59,39,4,3000,0.6,0.0,ia,3000.0,1,,3.0,0,1
59,40,4,6000,3.5,0.0,io,3000.0,1,,3.0,0,1
59,41,4,6000,0.5,0.0,ia,3000.0,1,,3.0,0,1
59,42,4,9000,0.9,0.0,io,3000.0,1,,3.0,0,1
59,43,2,3000,10.0,0.0,ma,3000.0,1,,3.0,0,1
60,0,2,0,16.5,0.0,ao,3000.0,4,7.0,,0,-1
60,1,2,0,10.0,0.0,av,3000.0,4,7.0,,0,1
60,2,2,0,38.0,0.0,aa,3000.0,4,7.0,,0,1
60,3,2,0,4.75,0.0,vo,3000.0,4,7.0,,0,1
60,4,2,0,4.0,0.0,vv,3000.0,4,7.0,,0,1
60,5,2,0,6.25,0.0,va,3000.0,4,7.0,,0,1
60,6,1,0,13.5,0.0,ao,3000.0,4,7.0,,0,1
60,7,1,0,27.5,0.0,av,3000.0,4,7.0,,0,1
60,8,1,0,4.5,0.0,vo,3000.0,4,7.0,,0,1
60,9,1,0,4.5,0.0,vv,3000.0,4,7.0,,0,1
60,10,1,6000,3.8,0.0,io,3000.0,4,7.0,,0,1
60,11,1,6000,0.6,0.0,iv,3000.0,4,7.0,,0,1
60,12,1,24000,1.0,0.0,io,3000.0,4,7.0,,0,1
60,13,1,24000,1.75,0.0,iv,3000.0,4,7.0,,0,1
60,14,1,3000,0.75,0.0,io,3000.0,4,7.0,,0,1
60,15,1,3000,4.0,0.0,iv,3000.0,4,7.0,,0,1
60,16,2,3000,1.5,0.0,io,3000.0,4,7.0,,0,1
60,17,2,3000,0.9,0.0,iv,3000.0,4,7.0,,0,1
60,18,2,3000,5.5,0.0,ia,3000.0,4,7.0,,0,1
60,19,2,24000,2.0,0.0,iv,3000.0,4,7.0,,0,1
60,20,2,24000,0.9,0.0,ia,3000.0,4,7.0,,0,1
60,21,2,6000,4.5,0.0,io,3000.0,4,7.0,,0,1
60,22,2,6000,0.4,0.0,iv,3000.0,4,7.0,,0,1
60,23,2,6000,0.6,0.0,ia,3000.0,4,7.0,,0,1
60,24,2,18000,2.5,0.0,iv,3000.0,4,7.0,,0,1
60,25,2,3000,5.5,0.0,ma,3000.0,4,7.0,,0,1
61,1,3,0,45.0,0.0,av,3000.0,1,,,0,-1
61,2,3,0,19.0,0.0,vo,3000.0,1,,,0,1
61,3,3,0,11.0,0.0,vv,3000.0,1,,,0,1
61,5,1,0,22.5,0.0,av,3000.0,1,,,0,1
61,6,1,0,27.0,0.0,vo,3000.0,1,,,0,-1
61,7,1,0,3.75,0.0,vv,3000.0,1,,,0,1
61,9,4,0,35.0,0.0,aa,3000.0,1,,,0,1
61,10,4,0,19.0,0.0,vo,3000.0,1,,,0,1
61,11,4,0,8.5,0.0,va,3000.0,1,,,0,1
61,14,2,0,24.0,0.0,vo,3000.0,1,,,0,1
61,15,2,0,14.0,0.0,va,3000.0,1,,,0,1
61,16,1,6000,2.5,0.0,io,3000.0,1,,,0,1
61,17,1,6000,2.5,0.0,iv,3000.0,1,,,0,1
61,18,4,3000,16.5,0.0,io,3000.0,1,,,0,-1
61,19,4,3000,3.25,0.0,ia,3000.0,1,,,0,1
61,20,4,6000,2.2,0.0,io,3000.0,1,,,0,1
61,21,4,6000,2.1,0.0,ia,3000.0,1,,,0,1
61,22,4,9000,1.5,0.0,io,3000.0,1,,,0,1
61,23,4,9000,1.2,0.0,ia,3000.0,1,,,0,1
61,24,4,12000,1.0,0.0,ia,3000.0,1,,,0,1
61,25,1,9000,0.9,0.0,io,3000.0,1,,,0,1
61,26,1,9000,1.1,0.0,iv,3000.0,1,,,0,1
61,27,1,12000,0.75,0.0,io,3000.0,1,,,0,1
61,28,1,12000,0.9,0.0,iv,3000.0,1,,,0,1
61,29,2,3000,23.0,0.0,io,3000.0,1,,,0,-1
61,30,2,3000,11.0,0.0,ia,3000.0,1,,,0,1
61,31,2,6000,1.25,0.0,io,3000.0,1,,,0,1
61,32,2,6000,3.5,0.0,ia,3000.0,1,,,0,1
61,33,1,3000,26.0,0.0,io,3000.0,1,,,0,1
61,34,1,3000,1.5,0.0,iv,3000.0,1,,,0,1
61,35,2,12000,2.0,0.0,io,3000.0,1,,,0,1
61,36,4,15000,1.5,0.0,ia,3000.0,1,,,0,1
61,37,2,21000,0.75,0.0,ia,3000.0,1,,,0,1
61,38,3,3000,15.0,0.0,io,3000.0,1,,,0,1
61,39,3,3000,6.5,0.0,iv,3000.0,1,,,0,1
61,40,3,6000,5.5,0.0,io,3000.0,1,,,0,1
61,41,3,6000,5.5,0.0,iv,3000.0,1,,,0,1
61,42,3,9000,4.5,0.0,io,3000.0,1,,,0,1
61,43,3,9000,2.5,0.0,iv,3000.0,1,,,0,1
61,44,3,12000,2.5,0.0,iv,3000.0,1,,,0,1
61,45,3,15000,2.5,0.0,iv,3000.0,1,,,0,1
61,46,3,27000,2.75,0.0,io,3000.0,1,,,0,1
61,47,3,36000,2.0,0.0,iv,3000.0,1,,,0,1
61,48,1,3000,26.0,0.0,ma,3000.0,1,,,0,1
62,0,2,0,24.0,0.0,ao,1500.0,1,,,0,1
62,1,2,0,23.5,0.0,av,1500.0,1,,,0,1
62,2,2,0,52.0,0.0,aa,1500.0,1,,,2,1
62,3,2,0,2.45,0.0,vo,1500.0,1,,,0,1
62,4,2,0,2.3,0.0,vv,1500.0,1,,,0,1
62,5,2,0,4.0,0.0,va,1500.0,1,,,0,1
62,6,3,0,45.0,0.0,ao,1500.0,1,,,0,-1
62,7,3,0,37.5,0.0,aa,1500.0,1,,,0,-1
62,8,3,0,3.2,0.0,vo,1500.0,1,,,0,1
62,9,3,0,3.5,0.0,va,1500.0,1,,,0,1
62,10,1,0,35.0,0.0,ao,1500.0,1,,,0,1
62,11,1,0,60.0,0.0,av,1500.0,1,,,2,-1
62,12,1,0,3.6,0.0,vo,1500.0,1,,,0,1
62,13,1,0,4.6,0.0,vv,1500.0,1,,,0,-1
62,14,1,3000,0.85,0.0,io,1500.0,1,,,0,1
62,15,1,10500,0.6,0.0,iv,1500.0,1,,,0,1
62,16,1,16000,1.3,0.0,io,1500.0,1,,,0,1
62,17,1,18000,0.5,0.0,iv,1500.0,1,,,0,1
62,18,2,1500,1.7,0.0,io,1500.0,1,,,0,1
62,19,2,1500,1.6,0.0,iv,1500.0,1,,,0,1
62,20,2,1500,3.6,0.0,ia,1500.0,1,,,0,1
62,21,1,1500,2.6,0.0,io,1500.0,1,,,0,1
62,22,1,1500,4.0,0.0,iv,1500.0,1,,,0,1
62,23,2,3000,0.6,0.0,io,1500.0,1,,,0,1
62,24,3,30000,1.9,0.0,io,1500.0,1,,,0,1
62,25,2,6000,0.4,0.0,ia,1500.0,1,,,0,1
62,26,2,11000,0.5,0.0,ia,1500.0,1,,,0,1
62,27,3,1500,1.0,0.0,io,1500.0,1,,,0,1
62,28,3,1500,2.4,0.0,ia,1500.0,1,,,0,1
62,29,3,3000,1.2,0.0,io,1500.0,1,,,0,1
62,30,3,15500,0.9,0.0,ia,1500.0,1,,,0,1
62,31,1,1500,4.0,0.0,ma,1500.0,1,,,0,1
63,0,2,0,14.5,0.0,ao,3000.0,1,10.0,,0,-1
63,2,2,0,4.0,0.0,aa,3000.0,1,10.0,,0,1
63,3,2,0,3.1,0.0,vo,3000.0,1,10.0,,0,1
63,4,2,0,4.75,0.0,vv,3000.0,1,10.0,,0,1
63,5,2,0,2.4,0.0,va,3000.0,1,10.0,,0,1
63,6,1,0,14.0,0.0,ao,3000.0,1,10.0,,0,1
63,7,1,0,7.5,0.0,av,3000.0,1,10.0,,0,1
63,8,1,0,2.8,0.0,vo,3000.0,1,10.0,,0,1
63,9,1,0,2.2,0.0,vv,3000.0,1,10.0,,0,1
63,10,3,0,37.5,0.0,ao,3000.0,1,10.0,,0,-1
63,11,3,0,20.0,0.0,av,3000.0,1,10.0,,0,1
63,12,3,0,6.5,0.0,vo,3000.0,1,10.0,,0,1
63,13,3,0,4.8,0.0,vv,3000.0,1,10.0,,0,1
63,14,4,0,17.5,0.0,ao,3000.0,1,10.0,,0,1
63,15,4,0,5.5,0.0,av,3000.0,1,10.0,,0,1
63,16,4,0,4.5,0.0,aa,3000.0,1,10.0,,0,1
63,17,4,0,5.5,0.0,vo,3000.0,1,10.0,,0,1
63,18,4,0,3.0,0.0,vv,3000.0,1,10.0,,0,1
63,19,4,0,1.8,0.0,va,3000.0,1,10.0,,0,1
63,20,1,6000,0.95,0.0,io,3000.0,1,10.0,,0,1
63,21,3,6000,1.6,0.0,io,3000.0,1,10.0,,0,1
63,22,3,9000,1.6,0.0,io,3000.0,1,10.0,,0,1
63,23,3,9000,1.2,0.0,iv,3000.0,1,10.0,,0,1
63,24,3,12000,1.1,0.0,iv,3000.0,1,10.0,,0,1
63,25,3,19000,2.1,0.0,io,3000.0,1,10.0,,0,1
63,26,3,19000,1.1,0.0,iv,3000.0,1,10.0,,0,1
63,27,3,22000,2.3,0.0,iv,3000.0,1,10.0,,0,1
63,28,3,28000,0.6,0.0,io,3000.0,1,10.0,,0,1
63,29,3,28000,1.6,0.0,iv,3000.0,1,10.0,,0,1
63,30,3,36000,0.55,0.0,iv,3000.0,1,10.0,,0,1
63,31,4,3000,2.3,0.0,io,3000.0,1,10.0,,0,1
63,32,4,3000,0.6,0.0,iv,3000.0,1,10.0,,0,1
63,33,4,3000,0.2,0.0,ia,3000.0,1,10.0,,0,1
63,34,4,6000,0.9,0.0,io,3000.0,1,10.0,,0,1
63,35,4,6000,0.45,0.0,ia,3000.0,1,10.0,,0,1
63,36,4,9000,0.5,0.0,io,3000.0,1,10.0,,0,1
63,37,4,9000,0.9,0.0,iv,3000.0,1,10.0,,0,1
63,38,4,9000,1.5,0.0,ia,3000.0,1,10.0,,0,1
63,39,4,19000,1.1,0.0,io,3000.0,1,10.0,,0,1
63,40,4,21000,3.75,0.0,io,3000.0,1,10.0,,0,1
63,41,4,21000,0.5,0.0,ia,3000.0,1,10.0,,0,1
63,42,4,24000,1.75,0.0,iv,3000.0,1,10.0,,0,1
63,43,4,24000,0.7,0.0,ia,3000.0,1,10.0,,0,1
63,44,1,9000,0.9,0.0,io,3000.0,1,10.0,,0,1
63,45,1,9000,1.7,0.0,iv,3000.0,1,10.0,,0,1
63,46,1,12000,0.45,0.0,io,3000.0,1,10.0,,0,1
63,47,1,19000,1.5,0.0,io,3000.0,1,10.0,,0,1
63,48,1,19000,0.85,0.0,iv,3000.0,1,10.0,,0,1
63,49,1,28000,2.0,0.0,iv,3000.0,1,10.0,,0,1
63,50,1,38000,0.75,0.0,iv,3000.0,1,10.0,,0,1
63,51,1,3000,2.1,0.0,io,3000.0,1,10.0,,0,1
63,52,1,3000,0.95,0.0,iv,3000.0,1,10.0,,0,1
63,53,2,3000,1.95,0.0,io,3000.0,1,10.0,,0,1
63,54,2,3000,1.0,0.0,iv,3000.0,1,10.0,,0,1
63,55,4,37000,0.7,0.0,iv,3000.0,1,10.0,,0,1
63,56,2,6000,1.2,0.0,io,3000.0,1,10.0,,0,1
63,57,2,6000,0.45,0.0,ia,3000.0,1,10.0,,0,1
63,58,2,9000,0.6,0.0,io,3000.0,1,10.0,,0,1
63,59,2,9000,1.8,0.0,iv,3000.0,1,10.0,,0,1
63,60,2,9000,0.5,0.0,ia,3000.0,1,10.0,,0,1
63,61,2,19000,1.5,0.0,io,3000.0,1,10.0,,0,1
63,62,2,19000,0.95,0.0,ia,3000.0,1,10.0,,0,1
63,63,2,28000,0.55,0.0,io,3000.0,1,10.0,,0,1
63,64,2,28000,2.1,0.0,iv,3000.0,1,10.0,,0,1
63,65,2,28000,3.1,0.0,ia,3000.0,1,10.0,,0,1
63,66,2,36000,0.6,0.0,io,3000.0,1,10.0,,0,1
63,67,2,36000,1.95,0.0,iv,3000.0,1,10.0,,0,1
63,68,2,37000,0.85,0.0,ia,3000.0,1,10.0,,0,1
63,69,3,3000,5.6,0.0,io,3000.0,1,10.0,,0,-1
63,70,3,3000,2.8,0.0,iv,3000.0,1,10.0,,0,1
63,71,3,3000,5.6,0.0,ma,3000.0,1,10.0,,0,-1
64,0,1,0,15.5,0.0,ao,3000.0,1,10.0,,0,-1
64,1,1,0,6.5,0.0,av,3000.0,1,10.0,,0,1
64,2,1,0,3.3,0.0,vo,3000.0,1,10.0,,0,-1
64,3,1,0,2.05,0.0,vv,3000.0,1,10.0,,0,-1
64,4,3,0,37.0,0.0,ao,3000.0,1,10.0,,0,1
64,5,3,0,17.0,0.0,av,3000.0,1,10.0,,0,1
64,6,3,0,6.8,0.0,vo,3000.0,1,10.0,,0,-1
64,7,3,0,3.4,0.0,vv,3000.0,1,10.0,,0,1
64,8,2,0,14.0,0.0,ao,3000.0,1,10.0,,0,1
64,9,2,0,7.0,0.0,av,3000.0,1,10.0,,0,1
64,10,2,0,3.2,0.0,aa,3000.0,1,10.0,,0,1
64,11,2,0,2.75,0.0,vo,3000.0,1,10.0,,0,1
64,12,2,0,4.6,0.0,vv,3000.0,1,10.0,,0,-1
64,13,2,0,1.8,0.0,va,3000.0,1,10.0,,0,1
64,14,4,0,18.0,0.0,ao,3000.0,1,10.0,,0,1
64,15,4,0,5.3,0.0,av,3000.0,1,10.0,,0,1
64,16,4,0,3.9,0.0,aa,3000.0,1,10.0,,0,-1
64,17,4,0,4.0,0.0,vo,3000.0,1,10.0,,0,1
64,18,4,0,2.4,0.0,vv,3000.0,1,10.0,,0,1
64,19,4,0,1.1,0.0,va,3000.0,1,10.0,,0,1
64,20,1,6000,1.1,0.0,io,3000.0,1,10.0,,0,1
64,21,4,21000,1.8,0.0,io,3000.0,1,10.0,,0,1
64,22,4,21000,1.35,0.0,iv,3000.0,1,10.0,,0,1
64,23,4,21000,0.25,0.0,ia,3000.0,1,10.0,,0,1
64,24,4,24000,1.25,0.0,io,3000.0,1,10.0,,0,1
64,25,4,24000,1.8,0.0,iv,3000.0,1,10.0,,0,1
64,26,4,37000,0.6,0.0,iv,3000.0,1,10.0,,0,1
64,27,4,40000,0.45,0.0,io,3000.0,1,10.0,,0,1
64,28,2,37000,0.95,0.0,io,3000.0,1,10.0,,0,1
64,29,2,37000,1.3,0.0,iv,3000.0,1,10.0,,0,1
64,30,3,3000,5.4,0.0,io,3000.0,1,10.0,,0,-1
64,31,3,3000,2.4,0.0,iv,3000.0,1,10.0,,0,1
64,32,3,6000,1.45,0.0,io,3000.0,1,10.0,,0,1
64,33,3,9000,1.75,0.0,io,3000.0,1,10.0,,0,1
